Sum_PASSENGERS,AIRLINE_ID,CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,ORIGIN_COUNTRY,ORIGIN_COUNTRY_NAME,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,DEST_COUNTRY,DEST_COUNTRY_NAME,YEAR,MONTH
961,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2004,10
1605,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2004,11
2492,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2004,12
4286,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2005,1
3905,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2005,2
3023,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2005,3
2596,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2005,4
2475,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2005,5
2198,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2005,6
2748,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2005,7
2585,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2005,8
1453,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2005,9
1246,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2005,10
1999,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2005,11
2487,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2005,12
4149,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2006,1
3978,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2006,2
3919,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2006,3
2831,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2006,4
2684,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2006,5
2221,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2006,6
2582,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2006,7
2829,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2006,8
1541,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2006,9
1439,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2006,10
1767,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2006,11
2211,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2006,12
2780,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2007,1
2482,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2007,2
2722,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2007,3
2361,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2007,4
2169,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2007,5
2023,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2007,6
1809,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2007,7
2154,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2007,8
1230,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2007,9
827,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2007,10
1230,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2007,11
2724,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2007,12
4030,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2008,1
3587,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2008,2
2857,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2008,3
2095,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2008,4
2139,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2008,5
1492,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2008,6
2555,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2008,7
1753,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2008,9
1337,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2008,10
2058,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2008,11
2930,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2008,12
5047,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2009,1
3766,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2009,2
3830,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2009,3
2612,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2009,4
3185,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2009,5
2937,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2009,12
8355,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2010,1
4528,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2010,2
4311,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2010,3
3620,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2010,4
4417,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2010,5
4346,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2010,6
5219,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2010,7
5977,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2010,8
3174,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2010,9
1984,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2010,10
1740,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2010,11
2273,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2010,12
3938,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,1
2796,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,2
20,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2003,10
43,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2003,11
233,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,1
134,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,2
243,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,3
832,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,1
791,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,2
873,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,3
751,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,4
717,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,5
589,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,6
973,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,7
698,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,8
523,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,9
507,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,10
695,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,11
963,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,12
688,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,1
866,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,2
816,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,3
761,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,4
729,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,5
753,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,6
886,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,7
960,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,8
432,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,9
299,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,10
541,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,11
971,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,12
988,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,1
818,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,2
1037,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,3
608,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,4
778,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,5
864,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,6
719,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,7
845,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,8
615,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,9
453,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,10
746,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,11
1030,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,12
1255,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,1
1302,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,2
1001,19533,Air-India,AMD,"Ahmedabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,3
114,19533,Air-India,ATQ,"Amritsar, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,9
217,19533,Air-India,ATQ,"Amritsar, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,10
114,19533,Air-India,ATQ,"Amritsar, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,11
227,19533,Air-India,ATQ,"Amritsar, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,12
8,19533,Air-India,ATQ,"Amritsar, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,1
107,19533,Air-India,ATQ,"Amritsar, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,2
137,19533,Air-India,ATQ,"Amritsar, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,3
464,19533,Air-India,ATQ,"Amritsar, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,4
419,19533,Air-India,ATQ,"Amritsar, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,5
467,19533,Air-India,ATQ,"Amritsar, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,6
468,19533,Air-India,ATQ,"Amritsar, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,7
807,19533,Air-India,ATQ,"Amritsar, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,8
355,19533,Air-India,ATQ,"Amritsar, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,9
474,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2000,1
432,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2000,2
505,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2000,3
464,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2000,4
503,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2000,5
648,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2000,6
594,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2000,7
695,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2000,8
644,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2000,9
310,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2000,10
502,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2000,11
588,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2000,12
566,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2001,1
424,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2001,2
569,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2001,3
416,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2001,4
544,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2001,5
654,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2001,6
643,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2001,7
764,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2001,8
392,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2001,9
209,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2001,10
238,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2001,11
328,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2001,12
493,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2002,1
348,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2002,2
490,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2002,3
460,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2002,4
510,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2002,5
620,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2002,6
619,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2002,7
714,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2002,8
454,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2002,9
290,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2002,10
207,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2002,11
137,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2002,12
209,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2003,1
215,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2003,2
118,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2003,3
76,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2003,12
23,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,7
341,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,8
25,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,11
47,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,12
72,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,1
33,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,2
51,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,3
2,19533,Air-India,BLR,"Bangalore, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,8
242,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,12
384,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,1
299,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,2
352,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,3
266,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,4
447,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,5
425,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,6
542,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,7
699,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,8
331,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,9
297,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,10
305,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,11
295,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,12
494,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,1
309,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,2
331,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,3
414,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,4
388,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,5
477,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,6
604,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,7
652,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,8
385,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,9
324,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,10
256,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,11
266,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,12
363,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,1
280,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,2
302,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,3
371,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,4
395,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,5
351,19533,Air-India,BLR,"Bangalore, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,6
