Sum_PASSENGERS,AIRLINE_ID,CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,ORIGIN_COUNTRY,ORIGIN_COUNTRY_NAME,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,DEST_COUNTRY,DEST_COUNTRY_NAME,YEAR,MONTH
146,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,6
109,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,7
264,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,8
102,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,9
89,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,10
94,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,11
80,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,12
92,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,1
100,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,2
84,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,3
99,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,4
75,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,5
124,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,6
187,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,7
152,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,8
123,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,9
24,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,10
20,19533,Air-India,MAA,"Madras, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,11
2855,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,3
1690,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,4
1620,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,5
1805,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,6
2059,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,7
2068,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,8
1390,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,9
1047,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,10
1552,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,11
1903,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,12
2700,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,1
3022,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,2
2793,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,3
2156,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,4
456,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,5
909,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,8
1398,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,9
880,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,10
1511,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,11
2093,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,12
2834,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2013,1
3009,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2013,2
2971,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2013,3
2566,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2013,4
2504,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2013,5
2111,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2013,6
1971,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2013,7
1979,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2013,8
1378,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2013,9
1188,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2013,10
1443,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2013,11
2254,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2013,12
3172,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2014,1
2967,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2014,2
3267,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2014,3
2366,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2014,4
2663,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2014,5
1889,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2014,6
2170,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2014,7
2252,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2014,8
1209,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2014,9
1191,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2014,10
1385,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2014,11
2129,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2014,12
3756,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2015,1
3893,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2015,2
3674,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2015,3
2590,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2015,4
2731,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2015,5
2091,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2015,6
2687,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2015,7
2756,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2015,8
2017,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2015,9
1428,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2015,10
1612,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2015,11
2507,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2015,12
3497,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2016,1
3864,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2016,2
3602,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2016,3
2720,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2016,4
2869,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2016,5
2247,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2016,6
2118,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2016,7
1690,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2016,8
1988,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2016,9
1301,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2016,10
1801,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2016,11
1696,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2016,12
2372,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2017,1
2105,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2017,2
2448,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2017,3
2053,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2017,4
1273,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2017,5
1054,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2017,6
1123,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2017,7
1058,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2017,8
711,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2017,9
643,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2017,10
624,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2017,11
895,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2017,12
1434,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2018,1
1195,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2018,2
1016,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2018,4
1117,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2018,5
836,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2018,6
963,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2018,7
1068,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2018,8
598,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2018,9
520,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2018,10
397,19533,National Aviation Company of India Limited d/b/a Air India,AMD,"Ahmedabad, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2018,11
71,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2015,12
107,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,1
149,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,2
258,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,3
236,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,4
264,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,5
167,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,6
311,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,7
323,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,8
146,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,9
162,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,10
180,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,11
397,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,12
465,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,1
316,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,2
331,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,3
469,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,4
360,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,5
495,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,6
691,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,7
667,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,8
478,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,9
321,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,10
308,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,11
369,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,12
428,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,1
366,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,2
1405,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,3
534,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,4
612,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,5
421,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,6
627,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,7
680,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,8
535,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,9
460,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,10
400,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,11
501,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,12
620,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,1
406,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,2
350,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,3
502,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,4
509,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,5
360,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,6
470,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,7
546,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,8
437,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,9
270,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,10
322,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,11
338,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,12
422,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2020,1
267,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2020,2
168,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2020,3
18,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2020,6
32,19533,National Aviation Company of India Limited d/b/a Air India,BLR,"Bangalore, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2020,7
2802,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,3
3779,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,4
4378,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,5
3871,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,6
3949,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,7
3034,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,8
3563,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,9
2533,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,10
2455,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,11
2762,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2011,12
3523,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,1
3152,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,2
4141,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,3
4519,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,4
920,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,5
2798,19533,National Aviation Company of India Limited d/b/a Air India,BOM,"Mumbai, India",,,IN,India,EWR,"Newark, NJ",NJ,New Jersey,US,United States,2012,8
